project,unit,type,owner,parent,countries,status,start_year,capacity,production,capacity_production_unit,geom,lat,lng,route,url,status_legend
Huadian Zizhuang Gas power station,1,gas_power_plant,Shanghai Huadian Minhang Energy Co Ltd,China Huadian Group Corp,China,operating,2015,60,,MW,point,31.06,121.36,,https://www.gem.wiki/Huadian_Zizhuang_Gas_power_station,operating
Huadian Zizhuang Gas power station,2,gas_power_plant,Shanghai Huadian Minhang Energy Co Ltd,China Huadian Group Corp,China,operating,2015,60,,MW,point,31.06,121.36,,https://www.gem.wiki/Huadian_Zizhuang_Gas_power_station,operating
Huahai Energy Deqing Gas Thermal power station,1,gas_power_plant,Zhaoqing Huahai Energy Investment Co Ltd; Zhaoqing Huahai Energy Investment Co Ltd; Zhaoqing Huahai Energy Investment Co Ltd,GCL Energy Technology Co Ltd [64.4%],China,construction,2024,120,,MW,point,23.141,111.81,,https://www.gem.wiki/Huahai_Energy_Deqing_Gas_Thermal_power_station,construction_plus
Huahai Energy Deqing Gas Thermal power station,2,gas_power_plant,Zhaoqing Huahai Energy Investment Co Ltd; Zhaoqing Huahai Energy Investment Co Ltd; Zhaoqing Huahai Energy Investment Co Ltd,GCL Energy Technology Co Ltd [64.4%],China,construction,2024,120,,MW,point,23.141,111.81,,https://www.gem.wiki/Huahai_Energy_Deqing_Gas_Thermal_power_station,construction_plus
Huaneng Beijing power station,2,gas_power_plant,Huaneng Beijing Thermal Electricity Co Ltd; Huaneng Beijing Thermal Electricity Co Ltd; Huaneng Beijing Thermal Electricity Co Ltd,Huaneng Power International Inc [41.0%]; Beijing Jingneng Power Co Ltd [34.0%]; China Huaneng Group Hong Kong Ltd [25.0%],China,operating,2011,924,,MW,point,39.885,116.54,,https://www.gem.wiki/Huaneng_Beijing_power_station,operating
Huaneng Beijing power station,3,gas_power_plant,Huaneng Beijing Thermal Electricity Co Ltd; Huaneng Beijing Thermal Electricity Co Ltd; Huaneng Beijing Thermal Electricity Co Ltd,Huaneng Power International Inc [41.0%]; Beijing Jingneng Power Co Ltd [34.0%]; China Huaneng Group Hong Kong Ltd [25.0%],China,operating,2017,998,,MW,point,39.885,116.54,,https://www.gem.wiki/Huaneng_Beijing_power_station,operating
Huaneng Chongqing Liangjiang Gas power station,1-1,gas_power_plant,Huaneng Chongqing Liangjiang Gas Turbine Power Generation Co Ltd; Huaneng Chongqing Liangjiang Gas Turbine Power Generation Co Ltd; Huaneng Chongqing Liangjiang Gas Turbine Power Generation Co Ltd,Huaneng Power International Inc [75.0%]; Kunlun Energy Co Ltd [15.0%],China,operating,2014,470,,MW,point,29.784,106.51,,https://www.gem.wiki/Huaneng_Chongqing_Liangjiang_Gas_power_station,operating
Huaneng Chongqing Liangjiang Gas power station,1-2,gas_power_plant,Huaneng Chongqing Liangjiang Gas Turbine Power Generation Co Ltd; Huaneng Chongqing Liangjiang Gas Turbine Power Generation Co Ltd; Huaneng Chongqing Liangjiang Gas Turbine Power Generation Co Ltd,Huaneng Power International Inc [75.0%]; Kunlun Energy Co Ltd [15.0%],China,operating,2014,470,,MW,point,29.784,106.51,,https://www.gem.wiki/Huaneng_Chongqing_Liangjiang_Gas_power_station,operating
Huaneng Chongqing Liangjiang Gas power station,2-1,gas_power_plant,Huaneng Chongqing Liangjiang Gas Turbine Power Generation Co Ltd; Huaneng Chongqing Liangjiang Gas Turbine Power Generation Co Ltd; Huaneng Chongqing Liangjiang Gas Turbine Power Generation Co Ltd,Huaneng Power International Inc [75.0%]; Kunlun Energy Co Ltd [15.0%],China,construction,2026,742,,MW,point,29.784,106.51,,https://www.gem.wiki/Huaneng_Chongqing_Liangjiang_Gas_power_station,construction_plus
Huaneng Chongqing Liangjiang Gas power station,2-2,gas_power_plant,Huaneng Chongqing Liangjiang Gas Turbine Power Generation Co Ltd; Huaneng Chongqing Liangjiang Gas Turbine Power Generation Co Ltd; Huaneng Chongqing Liangjiang Gas Turbine Power Generation Co Ltd,Huaneng Power International Inc [75.0%]; Kunlun Energy Co Ltd [15.0%],China,construction,2026,742,,MW,point,29.784,106.51,,https://www.gem.wiki/Huaneng_Chongqing_Liangjiang_Gas_power_station,construction_plus
Huaneng Chongqing Liangjiang Gas power station,2-3,gas_power_plant,Huaneng Chongqing Liangjiang Gas Turbine Power Generation Co Ltd; Huaneng Chongqing Liangjiang Gas Turbine Power Generation Co Ltd; Huaneng Chongqing Liangjiang Gas Turbine Power Generation Co Ltd,Huaneng Power International Inc [75.0%]; Kunlun Energy Co Ltd [15.0%],China,pre-construction,,700,,MW,point,29.784,106.51,,https://www.gem.wiki/Huaneng_Chongqing_Liangjiang_Gas_power_station,pre-construction
Huaneng Dainan Gas power station,1,gas_power_plant,Huaneng Power International Inc,Huaneng Power International Inc,China,construction,,100,,MW,point,32.725,120.07,,https://www.gem.wiki/Huaneng_Dainan_Gas_power_station,construction_plus
Huaneng Dainan Gas power station,2,gas_power_plant,Huaneng Power International Inc,Huaneng Power International Inc,China,construction,,100,,MW,point,32.725,120.07,,https://www.gem.wiki/Huaneng_Dainan_Gas_power_station,construction_plus
Huaneng Dongguan Gas Thermal power station,1-1,gas_power_plant,Huaneng Dongguan Gas Turbine Thermal Power Co Ltd; Huaneng Dongguan Gas Turbine Thermal Power Co Ltd,Huaneng Power International Inc [80.0%]; Kunlun Energy Co Ltd [20.0%],China,operating,2020,473,,MW,point,22.983,114.1,,https://www.gem.wiki/Huaneng_Dongguan_Gas_Thermal_power_station,operating
Huaneng Dongguan Gas Thermal power station,1-2,gas_power_plant,Huaneng Dongguan Gas Turbine Thermal Power Co Ltd; Huaneng Dongguan Gas Turbine Thermal Power Co Ltd,Huaneng Power International Inc [80.0%]; Kunlun Energy Co Ltd [20.0%],China,operating,2020,472.52,,MW,point,22.983,114.1,,https://www.gem.wiki/Huaneng_Dongguan_Gas_Thermal_power_station,operating
Huaneng Dongguan Gas Thermal power station,2-1,gas_power_plant,Huaneng Dongguan Gas Turbine Thermal Power Co Ltd; Huaneng Dongguan Gas Turbine Thermal Power Co Ltd,Huaneng Power International Inc [80.0%]; Kunlun Energy Co Ltd [20.0%],China,construction,2024,498,,MW,point,22.983,114.1,,https://www.gem.wiki/Huaneng_Dongguan_Gas_Thermal_power_station,construction_plus
Huaneng Dongguan Gas Thermal power station,2-2,gas_power_plant,Huaneng Dongguan Gas Turbine Thermal Power Co Ltd; Huaneng Dongguan Gas Turbine Thermal Power Co Ltd,Huaneng Power International Inc [80.0%]; Kunlun Energy Co Ltd [20.0%],China,construction,2024,498,,MW,point,22.983,114.1,,https://www.gem.wiki/Huaneng_Dongguan_Gas_Thermal_power_station,construction_plus
Huaneng Guilin Distributed Gas power station,1,gas_power_plant,Huaneng Guilin Gas Distributed Energy Co Ltd; Huaneng Guilin Gas Distributed Energy Co Ltd,Huaneng Power International Inc [80.0%]; Guilin Sanjin Pharmaceutical Co Ltd [20.0%],China,operating,2017,70,,MW,point,25.211,110.18,,https://www.gem.wiki/Huaneng_Guilin_Distributed_Gas_power_station,operating
Huaneng Guilin Distributed Gas power station,2,gas_power_plant,Huaneng Guilin Gas Distributed Energy Co Ltd; Huaneng Guilin Gas Distributed Energy Co Ltd,Huaneng Power International Inc [80.0%]; Guilin Sanjin Pharmaceutical Co Ltd [20.0%],China,operating,2017,70,,MW,point,25.211,110.18,,https://www.gem.wiki/Huaneng_Guilin_Distributed_Gas_power_station,operating
Huaneng Guilin Distributed Gas power station,3,gas_power_plant,Huaneng Guilin Gas Distributed Energy Co Ltd; Huaneng Guilin Gas Distributed Energy Co Ltd,Huaneng Power International Inc [80.0%]; Guilin Sanjin Pharmaceutical Co Ltd [20.0%],China,operating,2017,70,,MW,point,25.211,110.18,,https://www.gem.wiki/Huaneng_Guilin_Distributed_Gas_power_station,operating
Huaneng Haikou power plant,1,gas_power_plant,Gener 2,Gener 2,China,announced,2024,460,,MW,point,19.962,110.04,,https://www.gem.wiki/Huaneng_Haikou_power_plant,proposed_plus
Huaneng Haikou power plant,2,gas_power_plant,Gener 2,Gener 2,China,announced,2024,460,,MW,point,19.962,110.04,,https://www.gem.wiki/Huaneng_Haikou_power_plant,proposed_plus
Huaneng Jiangyin Gas Thermal power station,1,gas_power_plant,Huaneng Jiangyin Gas Turbine Thermal Power Co Ltd; Huaneng Jiangyin Gas Turbine Thermal Power Co Ltd,Huaneng Power International Inc [51.0%]; Jiangyin Xinguolian Investment Development Co Ltd [49.0%],China,operating,2020,400,,MW,point,31.759,120.39,,https://www.gem.wiki/Huaneng_Jiangyin_Gas_Thermal_power_station,operating
Huaneng Jiangyin Gas Thermal power station,2,gas_power_plant,Huaneng Jiangyin Gas Turbine Thermal Power Co Ltd; Huaneng Jiangyin Gas Turbine Thermal Power Co Ltd,Huaneng Power International Inc [51.0%]; Jiangyin Xinguolian Investment Development Co Ltd [49.0%],China,operating,2020,400,,MW,point,31.759,120.39,,https://www.gem.wiki/Huaneng_Jiangyin_Gas_Thermal_power_station,operating
Huaneng Jilin Songyuan power station,1,gas_power_plant,Huaneng Jilin Power Generation Co Ltd,Huaneng Power International Inc,China,pre-construction,2024,830,,MW,point,45.125,124.8,,https://www.gem.wiki/Huaneng_Jilin_Songyuan_power_station,pre-construction
Huaneng Jilin Songyuan power station,2,gas_power_plant,Huaneng Jilin Power Generation Co Ltd,Huaneng Power International Inc,China,pre-construction,,830,,MW,point,45.125,124.8,,https://www.gem.wiki/Huaneng_Jilin_Songyuan_power_station,pre-construction
Huaneng Longmen Gas power station,1,gas_power_plant,China Huaneng Group Co Ltd Southern Branch,China Huaneng Group Co Ltd,China,pre-construction,,460,,MW,point,23.69,114.29,,https://www.gem.wiki/Huaneng_Longmen_Gas_power_station,pre-construction
Huaneng Longmen Gas power station,2,gas_power_plant,China Huaneng Group Co Ltd Southern Branch,China Huaneng Group Co Ltd,China,pre-construction,,460,,MW,point,23.69,114.29,,https://www.gem.wiki/Huaneng_Longmen_Gas_power_station,pre-construction
Huaneng Nanjing Jinling Gas power station,1,gas_power_plant,Huaneng Nanjing Jinling Power Generation Co Ltd; Huaneng Nanjing Jinling Power Generation Co Ltd; Huaneng Nanjing Jinling Power Generation Co Ltd,Huaneng Power International Inc [60.0%]; Jiangsu Guoxin Investment Group Ltd [30.0%]; Nanjing State-Owned Assets Investment & Management Holding (Group) Co Ltd [10.0%],China,operating,2006,390,,MW,point,32.17,119.01,,https://www.gem.wiki/Huaneng_Nanjing_Jinling_Gas_power_station,operating
Huaneng Nanjing Jinling Gas power station,2,gas_power_plant,Huaneng Nanjing Jinling Power Generation Co Ltd; Huaneng Nanjing Jinling Power Generation Co Ltd; Huaneng Nanjing Jinling Power Generation Co Ltd,Huaneng Power International Inc [60.0%]; Jiangsu Guoxin Investment Group Ltd [30.0%]; Nanjing State-Owned Assets Investment & Management Holding (Group) Co Ltd [10.0%],China,operating,2007,390,,MW,point,32.17,119.01,,https://www.gem.wiki/Huaneng_Nanjing_Jinling_Gas_power_station,operating
Huaneng Nanjing Jinling Gas power station,3,gas_power_plant,Huaneng Nanjing Jinling Power Generation Co Ltd; Huaneng Nanjing Jinling Power Generation Co Ltd; Huaneng Nanjing Jinling Power Generation Co Ltd,Huaneng Power International Inc [60.0%]; Jiangsu Guoxin Investment Group Ltd [30.0%]; Nanjing State-Owned Assets Investment & Management Holding (Group) Co Ltd [10.0%],China,operating,2013,191,,MW,point,32.17,119.01,,https://www.gem.wiki/Huaneng_Nanjing_Jinling_Gas_power_station,operating
Huaneng Nanjing Jinling Gas power station,4,gas_power_plant,Huaneng Nanjing Jinling Power Generation Co Ltd; Huaneng Nanjing Jinling Power Generation Co Ltd; Huaneng Nanjing Jinling Power Generation Co Ltd,Huaneng Power International Inc [60.0%]; Jiangsu Guoxin Investment Group Ltd [30.0%]; Nanjing State-Owned Assets Investment & Management Holding (Group) Co Ltd [10.0%],China,operating,2013,191,,MW,point,32.17,119.01,,https://www.gem.wiki/Huaneng_Nanjing_Jinling_Gas_power_station,operating
Huaneng Nanshan Gas power station,1-1,gas_power_plant,Huaneng Hainan Power Inc; Huaneng Hainan Power Inc,Huaneng Power International Inc [91.8%],China,operating,1994,66,,MW,point,18.318,109.16,,https://www.gem.wiki/Huaneng_Nanshan_Gas_power_station,operating
Huaneng Nanshan Gas power station,1-2,gas_power_plant,Huaneng Hainan Power Inc; Huaneng Hainan Power Inc,Huaneng Power International Inc [91.8%],China,operating,1995,66,,MW,point,18.318,109.16,,https://www.gem.wiki/Huaneng_Nanshan_Gas_power_station,operating
Huaneng Nanshan Gas power station,2-1,gas_power_plant,Huaneng Hainan Power Inc; Huaneng Hainan Power Inc,Huaneng Power International Inc [91.8%],China,construction,2024,460,,MW,point,18.318,109.16,,https://www.gem.wiki/Huaneng_Nanshan_Gas_power_station,construction_plus
Huaneng Nanshan Gas power station,2-2,gas_power_plant,Huaneng Hainan Power Inc; Huaneng Hainan Power Inc,Huaneng Power International Inc [91.8%],China,construction,2024,460,,MW,point,18.318,109.16,,https://www.gem.wiki/Huaneng_Nanshan_Gas_power_station,construction_plus
Huaneng Nantong power station,1,gas_power_plant,Huaneng Power International Inc,Huaneng Power International Inc,China,pre-construction,2024,745,,MW,point,32.032,120.77,,https://www.gem.wiki/Huaneng_Nantong_power_station,pre-construction
Huaneng Nantong power station,2,gas_power_plant,Huaneng Power International Inc,Huaneng Power International Inc,China,pre-construction,2024,745,,MW,point,32.032,120.77,,https://www.gem.wiki/Huaneng_Nantong_power_station,pre-construction
Huaneng Pengzhou power station,1,gas_power_plant,Sichuan Huaneng Hydropower Development Co Ltd; Sichuan Huaneng Hydropower Development Co Ltd,China Huaneng Group Co Ltd [51.0%]; Huaneng Power International Inc [49.0%],China,construction,2024,400,,MW,point,31.057,103.91,,https://www.gem.wiki/Huaneng_Pengzhou_power_station,construction_plus
Huaneng Pengzhou power station,2,gas_power_plant,Sichuan Huaneng Hydropower Development Co Ltd; Sichuan Huaneng Hydropower Development Co Ltd,China Huaneng Group Co Ltd [51.0%]; Huaneng Power International Inc [49.0%],China,construction,2024,400,,MW,point,31.057,103.91,,https://www.gem.wiki/Huaneng_Pengzhou_power_station,construction_plus
Huaneng Qingyuan power station,1-1,gas_power_plant,Huaneng (Guangdong) Energy Development Co Ltd,Huaneng Power International Inc,China,construction,,120,,MW,point,23.627,113.07,,https://www.gem.wiki/Huaneng_Qingyuan_power_station,construction_plus
Huaneng Qingyuan power station,1-2,gas_power_plant,Huaneng (Guangdong) Energy Development Co Ltd,Huaneng Power International Inc,China,construction,,120,,MW,point,23.627,113.07,,https://www.gem.wiki/Huaneng_Qingyuan_power_station,construction_plus
Huaneng Qingyuan power station,2-1,gas_power_plant,Huaneng (Guangdong) Energy Development Co Ltd,Huaneng Power International Inc,China,announced,,460,,MW,point,23.627,113.07,,https://www.gem.wiki/Huaneng_Qingyuan_power_station,proposed_plus
Huaneng Qingyuan power station,2-2,gas_power_plant,Huaneng (Guangdong) Energy Development Co Ltd,Huaneng Power International Inc,China,announced,,460,,MW,point,23.627,113.07,,https://www.gem.wiki/Huaneng_Qingyuan_power_station,proposed_plus
Huaneng Shandong Rizhao power station,1,gas_power_plant,"Huaneng Power International, Inc. Rizhao power plant",Huaneng Power International Inc,China,announced,,660,,MW,point,35.346,119.51,,https://www.gem.wiki/Huaneng_Shandong_Rizhao_power_station,proposed_plus
Huaneng Shandong Rizhao power station,2,gas_power_plant,"Huaneng Power International, Inc. Rizhao power plant",Huaneng Power International Inc,China,announced,,660,,MW,point,35.346,119.51,,https://www.gem.wiki/Huaneng_Shandong_Rizhao_power_station,proposed_plus
Huaneng Shanghai Gas power station,1,gas_power_plant,Huaneng Shanghai Gas Turbine Power Generation Co Ltd; Huaneng Shanghai Gas Turbine Power Generation Co Ltd,Huaneng Power International Inc [70.0%]; Shenergy Co Ltd [30.0%],China,operating,2006,400,,MW,point,31.464,121.4,,https://www.gem.wiki/Huaneng_Shanghai_Gas_power_station,operating
Huaneng Shanghai Gas power station,2,gas_power_plant,Huaneng Shanghai Gas Turbine Power Generation Co Ltd; Huaneng Shanghai Gas Turbine Power Generation Co Ltd,Huaneng Power International Inc [70.0%]; Shenergy Co Ltd [30.0%],China,operating,2006,400,,MW,point,31.464,121.4,,https://www.gem.wiki/Huaneng_Shanghai_Gas_power_station,operating
Huaneng Shanghai Gas power station,3,gas_power_plant,Huaneng Shanghai Gas Turbine Power Generation Co Ltd; Huaneng Shanghai Gas Turbine Power Generation Co Ltd,Huaneng Power International Inc [70.0%]; Shenergy Co Ltd [30.0%],China,operating,2006,400,,MW,point,31.464,121.4,,https://www.gem.wiki/Huaneng_Shanghai_Gas_power_station,operating
Huaneng Shantou power plant,1,gas_power_plant,China Huaneng Group Co Ltd,China Huaneng Group Co Ltd,China,announced,,470,,MW,point,23.284,116.72,,https://www.gem.wiki/Huaneng_Shantou_power_plant,proposed_plus
Huaneng Shantou power plant,2,gas_power_plant,China Huaneng Group Co Ltd,China Huaneng Group Co Ltd,China,announced,,470,,MW,point,23.284,116.72,,https://www.gem.wiki/Huaneng_Shantou_power_plant,proposed_plus
Huaneng Sichuan Bazhong power station,1-1,gas_power_plant,Bazhong Huaneng Energy Development Co Ltd; Bazhong Huaneng Energy Development Co Ltd,China Huaneng Group Co Ltd [51.0%]; Huaneng Power International Inc [49.0%],China,pre-construction,,450,,MW,point,31.883,107.26,,https://www.gem.wiki/Huaneng_Sichuan_Bazhong_power_station,pre-construction
Huaneng Sichuan Bazhong power station,1-2,gas_power_plant,Bazhong Huaneng Energy Development Co Ltd; Bazhong Huaneng Energy Development Co Ltd,China Huaneng Group Co Ltd [51.0%]; Huaneng Power International Inc [49.0%],China,pre-construction,,450,,MW,point,31.883,107.26,,https://www.gem.wiki/Huaneng_Sichuan_Bazhong_power_station,pre-construction
Huaneng Sichuan Bazhong power station,2-1,gas_power_plant,Bazhong Huaneng Energy Development Co Ltd; Bazhong Huaneng Energy Development Co Ltd,China Huaneng Group Co Ltd [51.0%]; Huaneng Power International Inc [49.0%],China,announced,,450,,MW,point,31.883,107.26,,https://www.gem.wiki/Huaneng_Sichuan_Bazhong_power_station,proposed_plus
Huaneng Sichuan Bazhong power station,2-2,gas_power_plant,Bazhong Huaneng Energy Development Co Ltd; Bazhong Huaneng Energy Development Co Ltd,China Huaneng Group Co Ltd [51.0%]; Huaneng Power International Inc [49.0%],China,announced,,450,,MW,point,31.883,107.26,,https://www.gem.wiki/Huaneng_Sichuan_Bazhong_power_station,proposed_plus
Huaneng Suzhou Gas power station,1,gas_power_plant,Huaneng Suzhou Gas Turbine Thermal Power Co Ltd; Huaneng Suzhou Gas Turbine Thermal Power Co Ltd; Huaneng Suzhou Gas Turbine Thermal Power Co Ltd; Huaneng Suzhou Gas Turbine Thermal Power Co Ltd; Huaneng Suzhou Gas Turbine Thermal Power Co Ltd; Huaneng Suzhou Gas Turbine Thermal Power Co Ltd,Huaneng Power International Inc [53.4%]; Suzhou New DISTRICT HI-TECH Industrial Co Ltd [30.3%]; China Energy Conservation and Environmental Protection Group Co Ltd [8.2%]; Suzhou Chinese Consortium Holdings Co Ltd [4.3%]; Beijing Chengtong ICBC Equity Investment Fund LP [2.5%]; China Cinda Asset Management Co Ltd [1.2%],China,operating,2017,255,,MW,point,31.262,120.56,,https://www.gem.wiki/Huaneng_Suzhou_Gas_power_station,operating
